SQLDATE,date,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_NumThemes,GKG_Persons,GKG_NumPersons,GKG_Organizations,GKG_NumOrgs,GKG_V2Tone_Positive,GKG_V2Tone_Negative,GKG_V2Tone_Polarity,GKG_V2Tone_ActivityDensity,GKG_V2Tone_SelfGroupDensity,GKG_V2Tone_WordCount,GCAM_Anger,GCAM_Fear,GCAM_Joy,GCAM_Sadness,GCAM_Trust,GCAM_Surprise,GCAM_DominantEmotion,GKG_DocumentIdentifier,GKG_HasImage,GKG_Language,GKG_IsTranslated,QuadLabel,IsConflict,IsNegative,MediaWeight,ZoneBenin,DepartementBenin,PopulationVille,IsNorthBenin,SourceType,GoldsteinNorm,ToneNorm,month,GKG_ThemeConflict,GKG_ThemeEconomy,GKG_ThemeGovern,GKG_ThemeHumanDev,GKG_ThemeEnviro,GKG_ToneGap,GKG_EmotionIntensity,ToneCategory,GoldsteinBin
20250401,2025-04-01,Parti Forces Cauris,BN,Gouvernement du Benin,BN,100,Demande,1,4.08,12,2,1.19,Cotonou,BN,6.3654,2.4183,beninwebtv.com,YOUTH;TOURISME_BENIN;TERRORISM;UNIVERSITE_ABOMEY_CALAVI,4,Candide Azannaï;Claudine Prudencio;Joel Aivo,3,HAAC (Haute Autorite),1,4.99,4.8,9.79,2.86,2.93,1661,0.812,0.548,8.016,0.069,2.211,2.626,Joy,https://beninwebtv.com/2025/04/01/evt-39337,0,fra,0,Cooperation verbale,0,0,24,Sud,Littoral,679000,0,Web TV,0.704,0.5298,2025-04,1,1,0,1,0,0.19,14.282,Neutre,Stabilisant
20250710,2025-07-10,Armee beninoise (FAB),BN,Parti Forces Cauris,BN,145,Manifestation/revolte,4,-4.6,5,8,-0.02,Abomey,BN,7.1856,1.9861,leconomistebenin.com,POLITICS,1,,0,SONEB (Eau);API (Invest. Benin);Port Autonome de Cotonou (PAC),3,0.92,3.39,4.31,3.08,0.32,705,3.38,4.409,0.445,1.232,0.482,0.121,Fear,https://leconomistebenin.com/evt-10336,1,fra,0,Conflit materiel,1,1,40,Centre,Zou,87000,0,Presse economique,0.27,0.4995,2025-07,0,0,1,0,0,-2.47,10.069,Neutre,Destabilisant
20251228,2025-12-28,Medias beninois,BN,Syndicat UNSTB,BN,020,Appel action,1,1.76,6,3,-2.1,Ouidah,BN,6.36,2.0852,24haubenin.info,DECENTRALISATION;FINANCE;PECHE;COMMERCE_NIGERIA;ENVIRONMENT,5,Joel Aivo,1,,0,0.9,0.03,0.93,6.73,0.66,280,0.201,0.401,2.886,0.42,0.165,0.261,Joy,https://24haubenin.info/?evt-65803,0,fra,0,Cooperation verbale,0,1,18,Sud,Atlantique,164000,0,Presse en ligne,0.588,0.4475,2025-12,0,1,1,0,1,0.87,4.334,Negatif,Neutre
20251101,2025-11-01,Presidence de la Republique,BN,Medias beninois,BN,112,Refus requete,3,-2.11,6,6,-3.38,Dogbo,BN,6.8,1.78,matinlibre.com,INONDATIONS;PALUDISME,2,Alassane Seidou,1,Chambre de Commerce Benin,1,0.29,1.09,1.38,0.35,2.12,1100,3.948,1.383,0.173,1.379,1.091,2.333,Anger,https://matinlibre.com/2025/evt-17710,0,fra,0,Conflit verbal,1,1,36,Sud,Couffo,103000,0,Presse en ligne,0.3945,0.4155,2025-11,0,0,0,1,1,-0.8,10.307,Negatif,Leg. negatif
20250416,2025-04-16,Etudiants / UAC,BN,Autorites traditionnelles,BN,100,Demande,1,-1.47,25,4,-1.51,Sakete,BN,6.74,2.66,lavoixdubenin.com,MEDIA_LIBERTE_PRESSE;PIRACY_GOLFE_GUINEE;INFRASTRUCTURE;EPU_POLICY_UNCERTAINTY;TAX_POLITICAL_PARTY,5,,0,Police Republicaine du Benin,1,6.78,0.08,6.86,4.11,0.56,50,0.256,0.601,15.0,0.001,3.586,0.923,Joy,https://lavoixdubenin.com/evt-66228,1,fra,0,Cooperation verbale,0,1,100,Sud,Plateau,113000,0,Presse en ligne,0.4265,0.4622,2025-04,1,1,1,0,0,6.7,20.367,Neutre,Leg. negatif
20250107,2025-01-07,Syndicat UNSTB,BN,Gouvernement du Benin,BN,010,Declaration publique,1,2.51,8,8,2.74,Kandi,BN,11.134,2.9394,matinlibre.com,ZONE_FRANCHE,1,Komi Koutche;Louis Vlavonou;Nicephore Soglo,3,ABeGIEF (Gestion Immob.);Ministere des Finances (MEF),2,0.78,3.22,4.0,2.55,0.65,999,0.07,0.653,0.819,0.596,6.542,0.098,Trust,https://matinlibre.com/2025/evt-63136,0,fra,0,Cooperation verbale,0,0,64,Nord,Alibori,179000,1,Presse en ligne,0.6255,0.5685,2025-01,0,1,0,0,0,-2.44,8.778,Positif,Neutre
20250322,2025-03-22,Syndicat enseignants (COSI),BN,Police Republicaine,BN,042,Visite officielle,1,4.17,11,2,2.45,Abomey-Calavi,BN,6.4484,2.3552,24haubenin.info,GENDER;HUMAN_RIGHTS,2,Boni Yayi;Benjamin Hounkpatin,2,Assemblee Nationale du Benin,1,3.16,2.75,5.91,0.4,2.2,1290,0.346,1.094,2.472,0.273,1.215,0.041,Joy,https://24haubenin.info/?evt-89020,0,fra,0,Cooperation verbale,0,0,22,Sud,Atlantique,757000,0,Presse en ligne,0.7085,0.5612,2025-03,0,0,0,1,0,0.41,5.441,Positif,Stabilisant
20250910,2025-09-10,Gouvernement du Benin,BN,Parti Bloc Republicain,BN,036,Critique politique,1,0.63,4,2,4.18,Porto-Novo,BN,6.4969,2.6289,lepointeau.bj,RELIGION_VODOUN;CRIME;UNIVERSITE_ABOMEY_CALAVI,3,Patrice Talon;Candide Azannaï;Boni Yayi,3,Forces Armees Beninoises (FAB);Assemblee Nationale du Benin,2,0.23,1.95,2.18,0.06,1.13,263,0.823,0.075,0.79,0.028,2.419,0.338,Trust,https://lepointeau.bj/evt-12422,1,fra,0,Cooperation verbale,0,0,8,Sud,Oueme,264000,0,Presse en ligne,0.5315,0.6045,2025-09,1,0,0,1,0,-1.72,4.473,Positif,Neutre
20250520,2025-05-20,Gouvernement du Benin,BN,Presidence de la Republique,BN,036,Critique politique,1,5.26,5,3,2.41,Cotonou,BN,6.3654,2.4183,gouv.bj,EPU_POLICY_UNCERTAINTY;EDUCATION,2,Samou Seidou Adambi;Moele-Benin;Candide Azannaï,3,Universite de Parakou;API (Invest. Benin);Police Republicaine du Benin,3,5.07,2.05,7.12,2.62,0.21,1959,0.518,0.074,0.34,0.17,0.704,1.774,Surprise,https://www.gouv.bj/actualite/evt-87631,1,fra,0,Cooperation verbale,0,0,15,Sud,Littoral,679000,0,Officiel,0.763,0.5602,2025-05,0,0,0,1,0,3.02,3.58,Positif,Stabilisant
20251223,2025-12-23,Police Republicaine,BN,Syndicat enseignants (COSI),BN,180,Attaque,4,-0.66,5,2,-1.29,Kandi,BN,11.134,2.9394,leconomistebenin.com,INONDATIONS;DIASPORA_BENIN;EDUCATION;CORRUPTION;PROTEST,5,Romuald Wadagni;Boni Yayi,2,INSAE (Statistiques),1,3.5,3.65,7.15,6.0,0.01,1500,0.487,0.447,0.346,0.475,0.195,0.944,Surprise,https://leconomistebenin.com/evt-74658,1,fra,0,Conflit materiel,1,1,10,Nord,Alibori,179000,1,Presse economique,0.467,0.4678,2025-12,1,0,0,1,1,-0.15,2.894,Neutre,Leg. negatif
20251107,2025-11-07,Etudiants / UAC,BN,Parti Union Progressiste,BN,070,Aide/assistance,2,3.77,4,3,0.8,Ouidah,BN,6.36,2.0852,matinlibre.com,DIASPORA_BENIN;TOURISME_BENIN,2,Samou Seidou Adambi,1,,0,1.97,1.0,2.97,0.09,0.72,1174,0.65,0.151,7.204,0.096,0.363,0.461,Joy,https://matinlibre.com/2025/evt-95220,1,fra,0,Cooperation materielle,0,0,12,Sud,Atlantique,164000,0,Presse en ligne,0.6885,0.52,2025-11,0,1,0,0,0,0.97,8.925,Neutre,Stabilisant
20250107,2025-01-07,Police Republicaine,BN,Assemblee Nationale,BN,100,Demande,1,4.17,8,1,2.53,Aplahoue,BN,6.93,1.68,24haubenin.info,CRIME,1,,0,Cour Constitutionnelle du Benin,1,0.04,0.15,0.19,8.39,0.43,357,0.133,1.21,0.605,1.11,0.993,0.716,Fear,https://24haubenin.info/?evt-87146,0,fra,0,Cooperation verbale,0,0,8,Sud,Couffo,171000,0,Presse en ligne,0.7085,0.5632,2025-01,1,0,0,0,0,-0.11,4.767,Positif,Stabilisant
20250601,2025-06-01,Presidence de la Republique,BN,Police Republicaine,BN,172,Arrestation,4,-0.74,14,1,-2.95,Kandi,BN,11.134,2.9394,lanouvelletribune.bj,FINANCE;ZONE_FRANCHE;EPU_POLICY_UNCERTAINTY;PATRIMOINE_UNESCO;CORRUPTION,5,Patrice Talon;Joel Aivo;Adrien Houngbedji,3,CENA (Commission electorale),1,4.79,2.73,7.52,4.97,1.34,2206,1.29,0.615,0.56,0.496,1.094,1.221,Anger,https://lanouvelletribune.bj/benin/evt-82246,1,fra,0,Conflit materiel,1,1,14,Nord,Alibori,179000,1,Presse en ligne,0.463,0.4262,2025-06,0,1,0,0,0,2.06,5.276,Negatif,Leg. negatif
20251017,2025-10-17,Gouvernement du Benin,BN,Syndicat enseignants (COSI),BN,040,Consultation diplomatique,1,0.96,16,10,4.15,Bassila,BN,9.01,1.66,beninwebtv.com,EDUCATION;REFORME_CONSTITUTIONNELLE;ENERGIE_ELECTRIFICATION,3,Alassane Seidou;Sebastien Ajavon;Moele-Benin,3,Chambre de Commerce Benin;SBEE (Electricite),2,0.92,2.88,3.8,5.91,1.38,402,1.855,0.004,9.665,0.486,1.815,0.485,Joy,https://beninwebtv.com/2025/10/17/evt-62286,0,fra,0,Cooperation verbale,0,0,160,Nord,Donga,100000,1,Web TV,0.548,0.6038,2025-10,0,0,1,1,0,-1.96,14.31,Positif,Neutre
20250506,2025-05-06,Syndicat enseignants (COSI),BN,Gouvernement du Benin,BN,112,Refus requete,3,0.2,5,3,-2.66,Djougou,BN,9.7082,1.6599,24haubenin.info,POLITICS;EDUCATION,2,Razack Adeoti;Mariam Chabi Talata,2,Ministere de la Sante;Benin Telecoms / Libercom,2,0.26,9.85,10.11,5.28,1.2,1617,2.706,0.144,0.145,4.31,1.225,0.578,Sadness,https://24haubenin.info/?evt-47117,0,fra,0,Conflit verbal,1,1,15,Nord,Donga,267000,1,Presse en ligne,0.51,0.4335,2025-05,0,0,1,1,0,-9.59,9.108,Negatif,Neutre
20251012,2025-10-12,Syndicat enseignants (COSI),BN,Cour Constitutionnelle,BN,050,Appel cooperation,1,3.39,14,2,-2.84,Aplahoue,BN,6.93,1.68,gouv.bj,SECURITY;DEMOCRACY;UNIVERSITE_ABOMEY_CALAVI;AGRICULTURE,4,,0,,0,0.34,4.62,4.96,3.6,1.66,1579,0.25,0.563,4.878,0.095,2.756,2.14,Joy,https://www.gouv.bj/actualite/evt-77043,1,fra,0,Cooperation verbale,0,1,28,Sud,Couffo,171000,0,Officiel,0.6695,0.429,2025-10,1,0,1,1,1,-4.28,10.682,Negatif,Stabilisant
20251009,2025-10-09,Presidence de la Republique,BN,Presidence de la Republique,BN,130,Protestation,3,-1.52,7,11,-1.24,Porto-Novo,BN,6.4969,2.6289,lanouvelletribune.bj,PORT_COTONOU;UNIVERSITE_ABOMEY_CALAVI;CORRUPTION;FINANCE;RELIGION_VODOUN,5,,0,SBEE (Electricite),1,0.91,20.0,20.91,0.69,0.05,272,0.99,5.757,0.39,1.283,0.401,1.516,Fear,https://lanouvelletribune.bj/benin/evt-80584,1,fra,0,Conflit verbal,1,1,77,Sud,Oueme,264000,0,Presse en ligne,0.424,0.469,2025-10,0,1,0,1,0,-19.09,10.337,Neutre,Leg. negatif
20250315,2025-03-15,Gouvernement du Benin,BN,Parti Union Progressiste,BN,020,Appel action,1,2.66,3,1,1.15,Dogbo,BN,6.8,1.78,lanouvelletribune.bj,EDUCATION,1,,0,Port Autonome de Cotonou (PAC),1,3.99,0.16,4.15,3.83,1.95,1152,0.292,0.326,1.74,0.243,2.601,0.195,Trust,https://lanouvelletribune.bj/benin/evt-64614,1,fra,0,Cooperation verbale,0,0,3,Sud,Couffo,103000,0,Presse en ligne,0.633,0.5287,2025-03,0,0,0,1,0,3.83,5.397,Neutre,Neutre
20250214,2025-02-14,Parti Bloc Republicain,BN,Syndicat UNSTB,BN,170,Coercition,4,-1.78,4,2,-3.86,Malanville,BN,11.868,3.3836,fraternite.bj,UNIVERSITE_ABOMEY_CALAVI,1,Razack Adeoti,1,,0,0.04,1.7,1.74,9.08,4.74,1531,0.642,1.75,0.271,2.733,0.337,1.194,Sadness,https://fraternite.bj/article/evt-64026,1,fra,0,Conflit materiel,1,1,8,Nord,Alibori,168000,1,Presse en ligne,0.411,0.4035,2025-02,0,0,0,1,0,-1.66,6.927,Negatif,Leg. negatif
20250117,2025-01-17,Police Republicaine,BN,Societe civile,BN,020,Appel action,1,3.4,2,3,2.9,Porto-Novo,BN,6.4969,2.6289,beninrevele.bj,DIASPORA_BENIN;EPU_POLICY_UNCERTAINTY;ENERGIE_ELECTRIFICATION,3,Benjamin Hounkpatin;Oswald Homeky,2,Forces Armees Beninoises (FAB);API (Invest. Benin),2,4.38,0.34,4.72,13.6,0.67,495,0.05,0.008,0.294,0.155,2.402,2.672,Surprise,https://beninrevele.bj/actualite/evt-61248,1,fra,0,Cooperation verbale,0,0,6,Sud,Oueme,264000,0,Site gouv.,0.67,0.5725,2025-01,0,0,0,1,0,4.04,5.581,Positif,Stabilisant
20250821,2025-08-21,Syndicat enseignants (COSI),BN,Armee beninoise (FAB),BN,040,Consultation diplomatique,1,3.15,4,4,-1.99,Porto-Novo,BN,6.4969,2.6289,agencebeninpresse.bj,TRADE;EPU_POLICY_UNCERTAINTY;ECONOMY;TOURISME_BENIN,4,,0,Ministere de l Education;SONEB (Eau),2,4.09,0.92,5.01,1.04,0.77,1064,0.544,0.374,1.091,0.087,2.81,1.249,Trust,https://agencebeninpresse.bj/evt-66668,1,fra,0,Cooperation verbale,0,1,16,Sud,Oueme,264000,0,Agence officielle,0.6575,0.4502,2025-08,0,1,0,0,0,3.17,6.155,Neutre,Stabilisant
20250613,2025-06-13,Medias beninois,BN,Societe civile,BN,100,Demande,1,-0.58,6,4,1.02,Bassila,BN,9.01,1.66,beninrevele.bj,YOUTH,1,Alassane Seidou,1,ABeGIEF (Gestion Immob.),1,3.01,0.9,3.91,3.9,0.43,2099,0.683,0.024,0.623,2.172,4.437,3.121,Trust,https://beninrevele.bj/actualite/evt-27369,0,fra,0,Cooperation verbale,0,0,24,Nord,Donga,100000,1,Site gouv.,0.471,0.5255,2025-06,0,0,0,1,0,2.11,11.06,Neutre,Leg. negatif
20250304,2025-03-04,Police Republicaine,BN,Police Republicaine,BN,042,Visite officielle,1,-1.41,14,5,0.79,Cotonou,BN,6.3654,2.4183,fraternite.bj,FOOD_SECURITY;AGRICULTURE;PATRIMOINE_UNESCO;FINANCE,4,Komi Koutche,1,,0,2.84,6.11,8.95,0.26,0.01,1100,0.191,0.532,8.91,0.082,15.0,0.648,Trust,https://fraternite.bj/article/evt-62387,0,fra,0,Cooperation verbale,0,0,70,Sud,Littoral,679000,0,Presse en ligne,0.4295,0.5197,2025-03,1,1,0,0,1,-3.27,25.363,Neutre,Leg. negatif
20250403,2025-04-03,Gouvernement du Benin,BN,Assemblee Nationale,BN,061,Aide economique,2,2.13,9,5,4.04,Natitingou,BN,10.308,1.3784,lanouvelletribune.bj,COMMERCE_NIGERIA;CRIME;SECURITY;DECENTRALISATION;EDUCATION,5,Benjamin Hounkpatin;Sebastien Ajavon;Aurélien Agbenonci,3,,0,4.82,0.8,5.62,1.45,2.53,1185,0.254,0.413,1.197,0.509,4.132,0.541,Trust,https://lanouvelletribune.bj/benin/evt-41768,0,fra,0,Cooperation materielle,0,0,45,Nord,Atacora,104000,1,Presse en ligne,0.6065,0.601,2025-04,1,1,1,1,0,4.02,7.046,Positif,Neutre
20251118,2025-11-18,Societe civile,BN,Societe civile,BN,050,Appel cooperation,1,6.89,9,3,0.97,Abomey-Calavi,BN,6.4484,2.3552,24haubenin.info,HUMAN_RIGHTS;PATRIMOINE_UNESCO,2,Candide Azannaï;Mathys Adidjatou,2,Bloc Republicain (BR);Cour Supreme du Benin,2,3.67,0.25,3.92,4.03,0.57,1214,0.111,0.039,1.445,0.268,3.849,0.14,Trust,https://24haubenin.info/?evt-33605,1,fra,0,Cooperation verbale,0,0,27,Sud,Atlantique,757000,0,Presse en ligne,0.8445,0.5242,2025-11,0,0,0,0,0,3.42,5.852,Neutre,Stabilisant
20250402,2025-04-02,Mairie / Elus locaux,BN,Assemblee Nationale,BN,100,Demande,1,0.08,4,2,3.64,Malanville,BN,11.868,3.3836,gouv.bj,FOOD_SECURITY,1,Samou Seidou Adambi,1,,0,0.99,0.37,1.36,0.17,0.09,2535,0.176,0.02,2.642,0.442,2.642,0.263,Joy,https://www.gouv.bj/actualite/evt-18796,0,fra,0,Cooperation verbale,0,0,8,Nord,Alibori,168000,1,Officiel,0.504,0.591,2025-04,1,0,0,0,1,0.62,6.185,Positif,Neutre
20250211,2025-02-11,Paysans / Producteurs coton,BN,Etudiants / UAC,BN,020,Appel action,1,1.36,1,2,2.55,Aplahoue,BN,6.93,1.68,lanouvelletribune.bj,ENERGIE_ELECTRIFICATION;MIGRATION;POLITICS;HEALTH,4,,0,,0,9.3,12.25,21.55,4.03,0.93,1630,0.095,0.083,2.039,0.467,0.194,0.98,Joy,https://lanouvelletribune.bj/benin/evt-24474,0,fra,0,Cooperation verbale,0,0,2,Sud,Couffo,171000,0,Presse en ligne,0.568,0.5638,2025-02,0,0,1,1,0,-2.95,3.858,Positif,Neutre
20250829,2025-08-29,Etudiants / UAC,BN,Presidence de la Republique,BN,010,Declaration publique,1,2.6,4,4,-1.34,Abomey-Calavi,BN,6.4484,2.3552,24haubenin.info,CLIMATE;CORRUPTION;YOUTH,3,,0,SONEB (Eau),1,5.0,0.32,5.32,2.98,0.69,1989,0.159,0.393,0.424,0.884,0.561,0.938,Surprise,https://24haubenin.info/?evt-41723,1,fra,0,Cooperation verbale,0,1,16,Sud,Atlantique,757000,0,Presse en ligne,0.63,0.4665,2025-08,0,0,0,1,1,4.68,3.359,Neutre,Neutre
20251123,2025-11-23,Parti Union Progressiste,BN,Etudiants / UAC,BN,036,Critique politique,1,0.92,3,3,7.05,Bohicon,BN,7.1824,2.066,lanouvelletribune.bj,POVERTY;COTON_FILIERE,2,Yvon Detegnon,1,Cour Constitutionnelle du Benin;Ministere des Finances (MEF),2,4.55,0.43,4.98,0.67,0.12,1647,0.63,1.272,0.682,0.964,2.054,0.417,Trust,https://lanouvelletribune.bj/benin/evt-80478,1,fra,0,Cooperation verbale,0,0,9,Centre,Zou,172000,0,Presse en ligne,0.546,0.6762,2025-11,0,1,0,1,0,4.12,6.019,Tres positif,Neutre
20250912,2025-09-12,Syndicat UNSTB,BN,Cour Constitutionnelle,BN,050,Appel cooperation,1,3.31,1,1,4.23,Sakete,BN,6.74,2.66,beninwebtv.com,TERRORISM;INFRASTRUCTURE;ZONE_FRANCHE;FRONTIERE_NORD,4,,0,,0,0.51,4.88,5.39,0.68,0.05,770,0.389,0.702,5.755,0.173,0.788,2.641,Joy,https://beninwebtv.com/2025/09/12/evt-74764,1,fra,0,Cooperation verbale,0,0,1,Sud,Plateau,113000,0,Web TV,0.6655,0.6058,2025-09,1,1,0,0,0,-4.37,10.448,Positif,Stabilisant
20251127,2025-11-27,Etudiants / UAC,BN,Syndicat enseignants (COSI),BN,012,Decl. de soutien,1,3.42,7,6,-0.86,Ketou,BN,7.36,2.6,matinlibre.com,ZONE_FRANCHE;COTON_FILIERE;DEMOCRACY;PECHE;INONDATIONS,5,Reckya Madougou,1,SBEE (Electricite),1,16.64,0.92,17.56,11.16,1.44,2692,0.865,0.598,2.768,0.353,0.612,0.46,Joy,https://matinlibre.com/2025/evt-76146,1,fra,0,Cooperation verbale,0,1,42,Sud,Plateau,136000,0,Presse en ligne,0.671,0.4785,2025-11,0,1,1,0,1,15.72,5.656,Neutre,Stabilisant
20250312,2025-03-12,Societe civile,BN,Gouvernement du Benin,BN,040,Consultation diplomatique,1,5.08,3,7,-1.12,Tchaourou,BN,8.89,2.59,lanouvelletribune.bj,POLITICS,1,Oswald Homeky;Komi Koutche,2,Ministere de la Sante,1,9.74,0.84,10.58,0.34,0.0,2205,0.281,0.367,6.912,0.092,0.483,2.338,Joy,https://lanouvelletribune.bj/benin/evt-12802,0,fra,0,Cooperation verbale,0,1,21,Nord,Borgou,220000,1,Presse en ligne,0.754,0.472,2025-03,0,0,1,0,0,8.9,10.473,Neutre,Stabilisant
20251026,2025-10-26,Assemblee Nationale,BN,Medias beninois,BN,042,Visite officielle,1,3.1,14,2,4.57,Bohicon,BN,7.1824,2.066,fraternite.bj,PIRACY_GOLFE_GUINEE;FINANCE;TRADE;DECENTRALISATION;HEALTH,5,Candide Azannaï;Louis Vlavonou,2,ORTB (Radio-Television),1,9.3,0.63,9.93,0.43,2.28,689,1.493,0.285,0.901,0.209,3.886,2.379,Trust,https://fraternite.bj/article/evt-82584,1,fra,0,Cooperation verbale,0,0,28,Centre,Zou,172000,0,Presse en ligne,0.655,0.6142,2025-10,1,1,1,1,0,8.67,9.153,Positif,Stabilisant
20250804,2025-08-04,Autorites traditionnelles,BN,Etudiants / UAC,BN,010,Declaration publique,1,1.34,11,3,3.78,Parakou,BN,9.337,2.6282,24haubenin.info,GOVERNMENT,1,,0,CENA (Commission electorale),1,1.54,0.97,2.51,3.49,0.2,1911,0.029,0.376,2.045,0.476,5.693,0.316,Trust,https://24haubenin.info/?evt-52284,1,fra,0,Cooperation verbale,0,0,33,Nord,Borgou,255000,1,Presse en ligne,0.567,0.5945,2025-08,0,0,1,0,0,0.57,8.935,Positif,Neutre
20251107,2025-11-07,Parti Forces Cauris,BN,Parti Union Progressiste,BN,061,Aide economique,2,3.74,6,3,3.22,Abomey-Calavi,BN,6.4484,2.3552,beninwebtv.com,COTON_FILIERE;ZONE_FRANCHE;ELECTION,3,Alassane Seidou,1,HAAC (Haute Autorite),1,9.67,0.55,10.22,2.61,1.62,1006,0.019,0.319,2.682,0.582,12.442,0.39,Trust,https://beninwebtv.com/2025/11/07/evt-90589,0,fra,0,Cooperation materielle,0,0,18,Sud,Atlantique,757000,0,Web TV,0.687,0.5805,2025-11,0,1,1,0,0,9.12,16.434,Positif,Stabilisant
20250225,2025-02-25,Gouvernement du Benin,BN,Syndicat enseignants (COSI),BN,130,Protestation,3,-0.71,15,4,1.4,Dassa-Zoume,BN,7.75,2.1833,lepointeau.bj,MIGRATION;PROTEST,2,,0,Ministere de la Sante,1,0.09,9.9,9.99,7.67,0.79,2583,1.707,8.557,0.418,3.141,0.569,0.558,Fear,https://lepointeau.bj/evt-46940,1,fra,0,Conflit verbal,1,0,60,Centre,Collines,113000,0,Presse en ligne,0.4645,0.535,2025-02,1,0,0,0,0,-9.81,14.95,Neutre,Leg. negatif
20250320,2025-03-20,Gouvernement du Benin,BN,Gouvernement du Benin,BN,012,Decl. de soutien,1,1.25,3,2,-0.0,Cotonou,BN,6.3654,2.4183,lanouvelletribune.bj,PECHE,1,,0,,0,2.65,0.48,3.13,0.21,3.03,2909,0.067,0.017,3.084,1.038,2.166,0.645,Joy,https://lanouvelletribune.bj/benin/evt-46197,1,fra,0,Cooperation verbale,0,0,6,Sud,Littoral,679000,0,Presse en ligne,0.5625,0.5,2025-03,0,0,0,0,1,2.17,7.017,Neutre,Neutre
20251205,2025-12-05,Societe civile,BN,Medias beninois,BN,061,Aide economique,2,1.17,6,6,4.8,Abomey-Calavi,BN,6.4484,2.3552,leconomistebenin.com,RELIGION_VODOUN;TOURISME_BENIN;POLITICS;DEFORESTATION,4,Joel Aivo;Nicephore Soglo,2,Universite de Parakou;Ministere de l Education,2,1.85,0.97,2.82,7.9,0.62,520,0.458,0.08,3.072,1.096,0.104,1.016,Joy,https://leconomistebenin.com/evt-27910,0,fra,0,Cooperation materielle,0,0,36,Sud,Atlantique,757000,0,Presse economique,0.5585,0.62,2025-12,0,1,1,0,1,0.88,5.826,Positif,Neutre
20250501,2025-05-01,Parti Bloc Republicain,BN,Etudiants / UAC,BN,070,Aide/assistance,2,1.01,15,5,3.01,Cotonou,BN,6.3654,2.4183,lanouvelletribune.bj,ENERGIE_ELECTRIFICATION;SECURITY;INFRASTRUCTURE,3,Candide Azannaï;Samou Seidou Adambi,2,Parti du Renouveau Democratique,1,5.18,0.2,5.38,3.95,1.54,237,0.584,0.079,0.058,0.165,0.34,1.404,Surprise,https://lanouvelletribune.bj/benin/evt-24588,0,fra,0,Cooperation materielle,0,0,75,Sud,Littoral,679000,0,Presse en ligne,0.5505,0.5752,2025-05,1,1,0,1,0,4.98,2.63,Positif,Neutre
20250721,2025-07-21,Gouvernement du Benin,BN,Parti Forces Cauris,BN,043,Reception officielle,1,4.18,3,4,-0.3,Bohicon,BN,7.1824,2.066,fraternite.bj,PECHE;COTON_FILIERE,2,,0,SONEB (Eau);AIC (Coton),2,5.53,5.46,10.99,4.44,0.0,828,0.378,0.478,4.109,0.8,5.147,0.219,Trust,https://fraternite.bj/article/evt-77163,1,fra,0,Cooperation verbale,0,1,12,Centre,Zou,172000,0,Presse en ligne,0.709,0.4925,2025-07,0,1,0,0,1,0.07,11.131,Neutre,Stabilisant
20251124,2025-11-24,Syndicat UNSTB,BN,Gouvernement du Benin,BN,071,Aide humanitaire,2,4.15,13,12,5.02,Aplahoue,BN,6.93,1.68,ortb.bj,PORT_COTONOU,1,,0,CNSS (Securite sociale);Bloc Republicain (BR),2,0.34,0.89,1.23,4.08,0.64,2729,0.742,0.202,0.175,0.103,1.238,0.549,Trust,https://ortb.bj/actualite/evt-78259,1,fra,0,Cooperation materielle,0,0,156,Sud,Couffo,171000,0,Media public,0.7075,0.6255,2025-11,0,1,0,0,0,-0.55,3.009,Tres positif,Stabilisant
20250914,2025-09-14,Medias beninois,BN,Assemblee Nationale,BN,042,Visite officielle,1,2.56,17,3,6.54,Cotonou,BN,6.3654,2.4183,beninrevele.bj,PROTEST;INONDATIONS;HEALTH;ELECTION;COMMERCE_NIGERIA,5,Yvon Detegnon,1,Assemblee Nationale du Benin,1,1.87,3.13,5.0,1.65,3.64,2130,0.331,0.956,0.033,0.607,0.385,0.686,Fear,https://beninrevele.bj/actualite/evt-22947,1,fra,0,Cooperation verbale,0,0,51,Sud,Littoral,679000,0,Site gouv.,0.628,0.6635,2025-09,1,1,1,1,1,-1.26,2.998,Tres positif,Neutre
20250510,2025-05-10,Syndicat enseignants (COSI),BN,Syndicat enseignants (COSI),BN,057,Signature accord,2,1.11,15,4,0.36,Malanville,BN,11.868,3.3836,ortb.bj,ENERGIE_ELECTRIFICATION;HUMAN_RIGHTS;EDUCATION;HEALTH,4,Claudine Prudencio;Reckya Madougou;Nicephore Soglo,3,,0,0.89,4.48,5.37,4.18,2.27,593,0.904,0.497,2.209,0.102,1.629,0.2,Joy,https://ortb.bj/actualite/evt-65512,0,fra,0,Cooperation materielle,0,0,60,Nord,Alibori,168000,1,Media public,0.5555,0.509,2025-05,0,0,0,1,0,-3.59,5.541,Neutre,Neutre
